TICKER,OFTIC,ANALYS,FPI,MEASURE,VALUE,FPEDATS,ANNDATS,ACTUAL,ANNDATS_ACT
WMT,WMT,113156,9,EPS,0.4367,2020/7/31,2019/8/15,0.52,2020/8/18
WMT,WMT,190834,9,EPS,0.4333,2020/7/31,2019/8/15,0.52,2020/8/18
WMT,WMT,108441,9,EPS,0.4333,2020/7/31,2019/8/15,0.52,2020/8/18
WMT,WMT,59339,9,EPS,0.4467,2020/7/31,2019/8/15,0.52,2020/8/18
WMT,WMT,107677,9,EPS,0.4367,2020/7/31,2019/8/15,0.52,2020/8/18
WMT,WMT,7891,9,EPS,0.44,2020/7/31,2019/8/15,0.52,2020/8/18
WMT,WMT,30177,9,EPS,0.4333,2020/7/31,2019/8/16,0.52,2020/8/18
WMT,WMT,183603,9,EPS,0.4433,2020/7/31,2019/8/16,0.52,2020/8/18
WMT,WMT,113415,9,EPS,0.44,2020/7/31,2019/8/22,0.52,2020/8/18
WMT,WMT,82287,9,EPS,0.4567,2020/7/31,2019/11/7,0.52,2020/8/18
WMT,WMT,113156,9,EPS,0.4433,2020/7/31,2019/11/8,0.52,2020/8/18
WMT,WMT,113156,6,EPS,0.39,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,119883,6,EPS,0.4033,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,122956,6,EPS,0.3767,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,113415,6,EPS,0.3533,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,107677,6,EPS,0.3833,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,48177,6,EPS,0.3933,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,82287,6,EPS,0.4033,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,7891,6,EPS,0.4033,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,186954,6,EPS,0.37,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,108441,6,EPS,0.3967,2020/10/31,2020/8/18,0.4467,2020/11/17
WMT,WMT,127023,6,EPS,0.3767,2020/10/31,2020/8/18,0.4467,2020/11/17
